id,question_id,content,score,status
347,70,Ikut serta dalam pengelolaan dan pengadaan barang ,0,1
348,70,Mengusulkan nama-nama yang harus masuk dalam daftar penerima bantuan langsung tunai,0,1
349,70,Memastikan penyusunan dan pengelolaan anggaran dana desa sesuai dengan amanah undang-undang,0,1
350,70,memastikan prioritas penggunaan Dana Desa ditetapkan dalam dokumen RKP Desa dan APB Desa,10,1
351,71,"Dayu, Kambingan Barat, Sunan",0,1
352,71,"Sanan, Kambingan, Dayu",10,1
353,71,"Kambingan Timur, Sanan, Dayu",0,1
354,71,"Sunan, Dayu, Kambingan",0,1
355,71,"Sanan, Dayu, Ngenthak",0,1
356,72,Muhasim,0,1
357,72,Hardi,0,1
358,72,Darmo Soehodo,10,1
359,72,Nur Rifai,0,1
360,72,Sudibyo Winoto,0,1
361,73,38 RT dan 8 RW,0,1
362,73,38 RT dan 9 RW,0,1
363,73,39 RT dan 8 RW,0,1
364,73,39 RT dan 9 RW,10,1
365,73,40 RT dan 9 RW,0,1
366,74,"Bosan, LPN, Kasanda",0,1
367,74,"Kasanda, Arkambar, KPL",0,1
368,74,"KPL, Bosan, Kasanda",0,1
369,74,"KPL, Kasanda, Arkambar",0,1
370,74,"LPN, Bosan, KPL",10,1
371,75,"Rumah sakit, pasar, industri",0,1
372,75,"Pasar, Industri, Pertanian",10,1
373,75,"Pertanian, tambak ikan, pasar",0,1
374,75,"Tambak ikan, industri, pasar",0,1
375,75,"Pasar, sekolah, pertanian",0,1
